Replicon Accession,Start,End,Size,GI Prediction Program
NC_010801.1,444003,459527,15524,islandpath_dimob
NC_010801.1,410198,421796,11598,islandpath_dimob
NC_010805.1,2071230,2088417,17187,islandpath_dimob
NC_010805.1,1555986,1564476,8490,islandpath_dimob
NC_010805.1,1580088,1597448,17360,islandpath_dimob
NC_010805.1,598980,654362,55382,islandpath_dimob
NC_010805.1,483296,487547,4251,islandpath_dimob
NC_010805.1,508382,517589,9207,islandpath_dimob
NC_010805.1,530876,595918,65042,islandpath_dimob
NC_010623.1,1966966,2075028,108062,islandpath_dimob
NC_010623.1,1876220,1958582,82362,islandpath_dimob
NC_010623.1,583037,596479,13442,islandpath_dimob
NC_010623.1,84670,161960,77290,islandpath_dimob
NC_010622.1,2663402,2695653,32251,islandpath_dimob
NC_010622.1,2168320,2179197,10877,islandpath_dimob
NC_010622.1,2391059,2403654,12595,islandpath_dimob
NC_010622.1,253152,300225,47073,islandpath_dimob
NC_010622.1,20605,44415,23810,islandpath_dimob
NC_012724.1,2615194,2766295,151101,islandpath_dimob
NC_012724.1,2080860,2117947,37087,islandpath_dimob
NC_012724.1,123234,128785,5551,islandpath_dimob
NC_012724.1,365613,387486,21873,islandpath_dimob
NC_010830.1,1793506,1823792,30286,islandpath_dimob
NC_010830.1,1435596,1445321,9725,islandpath_dimob
NC_010830.1,1364747,1375640,10893,islandpath_dimob
NC_010830.1,1142718,1152216,9498,islandpath_dimob
NC_010830.1,1110672,1115587,4915,islandpath_dimob
NC_010830.1,604659,616330,11671,islandpath_dimob
NC_010995.1,4531578,4548743,17165,islandpath_dimob
NC_010995.1,4465315,4476880,11565,islandpath_dimob
NC_010995.1,2862004,2898176,36172,islandpath_dimob
NC_010995.1,1415191,1441830,26639,islandpath_dimob
NC_010995.1,2105019,2117891,12872,islandpath_dimob
NC_010995.1,667205,678791,11586,islandpath_dimob
NC_010995.1,767378,786767,19389,islandpath_dimob
NC_010995.1,328748,350430,21682,islandpath_dimob
NC_010995.1,14174,45153,30979,islandpath_dimob
NC_010995.1,160941,181873,20932,islandpath_dimob
NC_010831.1,2526910,2542159,15249,islandpath_dimob
NC_010831.1,2075114,2114162,39048,islandpath_dimob
NC_010831.1,1661858,1673377,11519,islandpath_dimob
NC_010831.1,1111776,1120910,9134,islandpath_dimob
NC_010831.1,1243685,1250438,6753,islandpath_dimob
NC_010831.1,942083,962102,20019,islandpath_dimob
NC_010831.1,204955,223999,19044,islandpath_dimob
NC_010831.1,132367,140233,7866,islandpath_dimob
NC_010674.1,2010265,2015612,5347,islandpath_dimob
NC_010674.1,3673245,3712614,39369,islandpath_dimob
NC_011026.1,319436,331383,11947,islandpath_dimob
NC_011026.1,1201076,1214217,13141,islandpath_dimob
NC_010831.1,46333,58161,11828,islandpath_dimob
NC_010674.1,1378564,1412831,34267,islandpath_dimob
NC_010528.1,953267,959553,6286,islandpath_dimob
NC_010528.1,2517898,2528247,10349,islandpath_dimob
NC_010674.1,950276,955957,5681,islandpath_dimob
NC_010528.1,594460,612839,18379,islandpath_dimob
NC_010468.1,4262339,4272237,9898,islandpath_dimob
NC_010468.1,3723179,3761659,38480,islandpath_dimob
NC_010468.1,3639905,3652701,12796,islandpath_dimob
NC_010468.1,3216267,3229239,12972,islandpath_dimob
NC_010468.1,3140516,3153680,13164,islandpath_dimob
NC_010468.1,3023592,3034709,11117,islandpath_dimob
NC_010468.1,2410681,2423290,12609,islandpath_dimob
NC_010468.1,2263654,2305891,42237,islandpath_dimob
NC_010468.1,1820917,1843207,22290,islandpath_dimob
NC_010468.1,1782673,1795507,12834,islandpath_dimob
NC_010468.1,1135935,1162185,26250,islandpath_dimob
NC_010468.1,913985,934856,20871,islandpath_dimob
NC_010468.1,783110,795729,12619,islandpath_dimob
NC_010468.1,416433,433462,17029,islandpath_dimob
NC_012658.1,3670115,3693917,23802,islandpath_dimob
NC_010694.1,3185010,3195373,10363,islandpath_dimob
NC_012658.1,3076332,3112879,36547,islandpath_dimob
NC_012658.1,2533669,2538515,4846,islandpath_dimob
NC_012658.1,2735002,2741698,6696,islandpath_dimob
NC_010694.1,2498012,2505870,7858,islandpath_dimob
NC_010694.1,1069764,1087188,17424,islandpath_dimob
NC_010694.1,437744,462337,24593,islandpath_dimob
NC_010814.1,3741211,3747111,5900,islandpath_dimob
NC_010530.1,1013850,1038104,24254,islandpath_dimob
NC_010814.1,3090823,3106553,15730,islandpath_dimob
NC_010814.1,3067523,3075988,8465,islandpath_dimob
NC_010814.1,2495647,2521204,25557,islandpath_dimob
NC_010814.1,2399907,2412060,12153,islandpath_dimob
NC_010814.1,2206750,2212059,5309,islandpath_dimob
NC_010814.1,2186309,2197057,10748,islandpath_dimob
NC_010814.1,1548356,1571429,23073,islandpath_dimob
NC_010814.1,1469747,1481983,12236,islandpath_dimob
NC_010814.1,1340004,1351236,11232,islandpath_dimob
NC_010814.1,1442687,1460320,17633,islandpath_dimob
NC_010814.1,1177671,1187801,10130,islandpath_dimob
NC_010814.1,875451,887594,12143,islandpath_dimob
NC_010814.1,281878,309878,28000,islandpath_dimob
NC_010814.1,7400,16648,9248,islandpath_dimob
NC_010814.1,204598,275357,70759,islandpath_dimob
NC_010644.1,1072351,1080968,8617,islandpath_dimob
NC_010644.1,1540249,1553994,13745,islandpath_dimob
NC_010644.1,235691,252686,16995,islandpath_dimob
NC_010376.1,1529551,1569341,39790,islandpath_dimob
NC_010376.1,1062760,1069524,6764,islandpath_dimob
NC_010376.1,111903,117706,5803,islandpath_dimob
NC_010376.1,991867,1055076,63209,islandpath_dimob
NC_012658.1,2238624,2268970,30346,islandpath_dimob
NC_012658.1,1806605,1813400,6795,islandpath_dimob
NC_012658.1,1887105,1893359,6254,islandpath_dimob
NC_012658.1,2221400,2235394,13994,islandpath_dimob
NC_012660.1,5817889,5833360,15471,islandpath_dimob
NC_012658.1,876291,884882,8591,islandpath_dimob
NC_012660.1,5798878,5810305,11427,islandpath_dimob
NC_012660.1,5574823,5598320,23497,islandpath_dimob
NC_012660.1,3694643,3708119,13476,islandpath_dimob
NC_012660.1,2692648,2736361,43713,islandpath_dimob
NC_012721.1,1986436,1995355,8919,islandpath_dimob
NC_012721.1,2002102,2012600,10498,islandpath_dimob
NC_012721.1,2029090,2035382,6292,islandpath_dimob
NC_012721.1,2560878,2579559,18681,islandpath_dimob
NC_012660.1,1602825,1612632,9807,islandpath_dimob
NC_012660.1,2047801,2064174,16373,islandpath_dimob
NC_012660.1,2073590,2096439,22849,islandpath_dimob
NC_012721.1,1681906,1711051,29145,islandpath_dimob
NC_012721.1,1059557,1071929,12372,islandpath_dimob
NC_010617.1,993332,1003880,10548,islandpath_dimob
NC_010617.1,1467094,1485184,18090,islandpath_dimob
NC_010617.1,778015,818462,40447,islandpath_dimob
NC_010617.1,60484,67194,6710,islandpath_dimob
NC_010617.1,269726,284167,14441,islandpath_dimob
NC_010698.1,874330,916277,41947,islandpath_dimob
NC_010999.1,2842498,2849720,7222,islandpath_dimob
NC_010999.1,2216353,2227931,11578,islandpath_dimob
NC_010999.1,1209966,1218024,8058,islandpath_dimob
NC_010999.1,1386868,1396852,9984,islandpath_dimob
NC_010999.1,2061097,2066834,5737,islandpath_dimob
NC_010999.1,2159518,2173353,13835,islandpath_dimob
NC_010999.1,1043491,1077118,33627,islandpath_dimob
NC_010999.1,928810,961611,32801,islandpath_dimob
NC_010999.1,628781,635323,6542,islandpath_dimob
NC_010999.1,615958,625532,9574,islandpath_dimob
NC_010999.1,570205,582195,11990,islandpath_dimob
NC_010610.1,2065898,2073065,7167,islandpath_dimob
NC_010999.1,352900,367674,14774,islandpath_dimob
NC_010999.1,559252,568798,9546,islandpath_dimob
NC_010610.1,1957057,1976179,19122,islandpath_dimob
NC_010610.1,2019194,2040355,21161,islandpath_dimob
NC_010610.1,1771138,1785944,14806,islandpath_dimob
NC_010610.1,1655368,1672659,17291,islandpath_dimob
NC_010610.1,1583081,1618173,35092,islandpath_dimob
NC_010610.1,1392253,1404319,12066,islandpath_dimob
NC_010610.1,1199048,1217093,18045,islandpath_dimob
NC_010610.1,910243,926084,15841,islandpath_dimob
NC_010610.1,861194,882841,21647,islandpath_dimob
NC_010610.1,758581,825367,66786,islandpath_dimob
NC_010610.1,539416,576500,37084,islandpath_dimob
NC_010610.1,285335,303438,18103,islandpath_dimob
NC_010609.1,1323992,1329948,5956,islandpath_dimob
NC_010609.1,1428065,1473730,45665,islandpath_dimob
NC_010609.1,1145857,1162027,16170,islandpath_dimob
NC_010609.1,1196402,1205062,8660,islandpath_dimob
NC_010609.1,1224273,1244700,20427,islandpath_dimob
NC_010609.1,1083097,1099950,16853,islandpath_dimob
NC_010609.1,111610,124384,12774,islandpath_dimob
NC_010842.1,430340,445680,15340,islandpath_dimob
NC_010628.1,7559894,7571706,11812,islandpath_dimob
NC_010628.1,6776801,6782588,5787,islandpath_dimob
NC_010628.1,7493599,7508769,15170,islandpath_dimob
NC_010628.1,4241754,4250041,8287,islandpath_dimob
NC_010628.1,4109481,4122422,12941,islandpath_dimob
NC_010628.1,4168154,4186266,18112,islandpath_dimob
NC_010628.1,3963321,4013171,49850,islandpath_dimob
NC_010628.1,2863409,2870929,7520,islandpath_dimob
NC_010628.1,3674099,3721824,47725,islandpath_dimob
NC_010628.1,2590252,2602923,12671,islandpath_dimob
NC_010628.1,2474190,2493977,19787,islandpath_dimob
NC_010628.1,878016,893850,15834,islandpath_dimob
NC_010628.1,945105,956328,11223,islandpath_dimob
NC_010628.1,1223144,1233712,10568,islandpath_dimob
NC_010628.1,2417213,2434869,17656,islandpath_dimob
NC_012721.1,964083,996588,32505,islandpath_dimob
NC_012721.1,814966,826767,11801,islandpath_dimob
NC_010794.1,1905046,1913836,8790,islandpath_dimob
NC_010794.1,1870752,1883650,12898,islandpath_dimob
NC_010794.1,1421381,1429794,8413,islandpath_dimob
NC_011035.1,1882049,1891597,9548,islandpath_dimob
NC_011035.1,1981197,1989961,8764,islandpath_dimob
NC_010794.1,931765,939090,7325,islandpath_dimob
NC_010794.1,1061018,1063532,2514,islandpath_dimob
NC_010794.1,1398778,1411707,12929,islandpath_dimob
NC_011035.1,1603630,1607465,3835,islandpath_dimob
NC_011035.1,1203224,1210794,7570,islandpath_dimob
NC_011035.1,939342,943837,4495,islandpath_dimob
NC_011035.1,570657,586344,15687,islandpath_dimob
NC_012721.1,786769,802437,15668,islandpath_dimob
NC_011025.1,395435,448708,53273,islandpath_dimob
NC_011060.1,2819377,2828737,9360,islandpath_dimob
NC_011060.1,2663374,2691387,28013,islandpath_dimob
NC_011060.1,2488609,2497863,9254,islandpath_dimob
NC_011060.1,2102093,2117886,15793,islandpath_dimob
NC_011060.1,1345000,1353587,8587,islandpath_dimob
NC_011060.1,918448,927811,9363,islandpath_dimob
NC_011060.1,582401,591166,8765,islandpath_dimob
NC_011060.1,511180,554997,43817,islandpath_dimob
NC_011060.1,134284,146764,12480,islandpath_dimob
NC_010793.1,1805103,1811922,6819,islandpath_dimob
NC_010793.1,1663297,1668646,5349,islandpath_dimob
NC_010793.1,823677,832046,8369,islandpath_dimob
NC_010793.1,855464,864837,9373,islandpath_dimob
NC_010793.1,1069725,1072561,2836,islandpath_dimob
NC_010793.1,1238966,1258098,19132,islandpath_dimob
NC_010793.1,628176,631432,3256,islandpath_dimob
NC_010793.1,732860,737982,5122,islandpath_dimob
NC_010793.1,93230,96557,3327,islandpath_dimob
NC_010793.1,491052,495080,4028,islandpath_dimob
NC_010793.1,542061,567109,25048,islandpath_dimob
NC_010729.1,1765822,1771561,5739,islandpath_dimob
NC_010729.1,1585174,1591371,6197,islandpath_dimob
NC_010729.1,1183208,1199790,16582,islandpath_dimob
NC_010729.1,1423199,1437832,14633,islandpath_dimob
NC_010729.1,926431,936058,9627,islandpath_dimob
NC_010729.1,1026426,1043808,17382,islandpath_dimob
NC_010729.1,222440,236192,13752,islandpath_dimob
NC_010729.1,472477,487315,14838,islandpath_dimob
NC_010729.1,621677,659805,38128,islandpath_dimob
NC_010729.1,109130,116849,7719,islandpath_dimob
NC_011004.1,3287328,3294084,6756,islandpath_dimob
NC_011004.1,4055888,4103547,47659,islandpath_dimob
NC_011004.1,4274434,4285556,11122,islandpath_dimob
NC_011004.1,1656797,1678484,21687,islandpath_dimob
NC_011004.1,1580829,1591201,10372,islandpath_dimob
NC_011004.1,1094206,1103274,9068,islandpath_dimob
NC_011004.1,1126992,1215552,88560,islandpath_dimob
NC_010994.1,596178,603387,7209,islandpath_dimob
NC_010994.1,3307294,3331435,24141,islandpath_dimob
NC_011059.1,2473251,2484100,10849,islandpath_dimob
NC_011059.1,2485445,2493072,7627,islandpath_dimob
NC_011059.1,1446648,1453212,6564,islandpath_dimob
NC_011059.1,2274016,2297603,23587,islandpath_dimob
NC_011059.1,1206702,1212065,5363,islandpath_dimob
NC_011059.1,1063646,1071707,8061,islandpath_dimob
NC_011059.1,672562,701689,29127,islandpath_dimob
NC_011059.1,70421,84545,14124,islandpath_dimob
NC_011083.1,3166426,3188446,22020,islandpath_dimob
NC_011083.1,3396252,3401304,5052,islandpath_dimob
NC_011083.1,4554080,4621202,67122,islandpath_dimob
NC_011083.1,2873910,2887599,13689,islandpath_dimob
NC_011083.1,2550781,2562339,11558,islandpath_dimob
NC_011083.1,1999168,2016940,17772,islandpath_dimob
NC_011083.1,1806633,1814938,8305,islandpath_dimob
NC_011083.1,1522472,1557114,34642,islandpath_dimob
NC_011083.1,1514790,1521789,6999,islandpath_dimob
NC_011083.1,1118825,1143752,24927,islandpath_dimob
NC_012721.1,554213,572686,18473,islandpath_dimob
NC_011083.1,830049,842282,12233,islandpath_dimob
NC_011083.1,1102600,1115644,13044,islandpath_dimob
NC_012704.1,1917216,1924862,7646,islandpath_dimob
NC_011080.1,4707746,4724180,16434,islandpath_dimob
NC_011080.1,2876683,2885753,9070,islandpath_dimob
NC_011080.1,4228763,4234625,5862,islandpath_dimob
NC_011080.1,2733372,2755635,22263,islandpath_dimob
NC_011080.1,1135990,1143286,7296,islandpath_dimob
NC_011080.1,1949728,1973541,23813,islandpath_dimob
NC_011080.1,1074424,1104186,29762,islandpath_dimob
NC_011080.1,1058717,1070021,11304,islandpath_dimob
NC_011080.1,786239,799324,13085,islandpath_dimob
NC_011094.1,3804662,3813488,8826,islandpath_dimob
NC_011094.1,2797034,2821869,24835,islandpath_dimob
NC_011094.1,2151026,2160413,9387,islandpath_dimob
NC_011094.1,1928703,1947210,18507,islandpath_dimob
NC_011094.1,979306,987757,8451,islandpath_dimob
NC_011094.1,1289777,1302645,12868,islandpath_dimob
NC_011094.1,847428,859622,12194,islandpath_dimob
NC_011094.1,598547,699362,100815,islandpath_dimob
NC_010943.1,4481862,4489464,7602,islandpath_dimob
NC_010943.1,3072776,3129514,56738,islandpath_dimob
NC_010943.1,2499555,2526892,27337,islandpath_dimob
NC_010943.1,1720901,1725366,4465,islandpath_dimob
NC_010943.1,1888874,1903376,14502,islandpath_dimob
NC_010943.1,1942055,1953649,11594,islandpath_dimob
NC_010943.1,2443181,2450807,7626,islandpath_dimob
NC_010943.1,1353996,1368064,14068,islandpath_dimob
NC_010943.1,363920,370082,6162,islandpath_dimob
NC_010943.1,497121,510021,12900,islandpath_dimob
NC_010943.1,332227,338198,5971,islandpath_dimob
NC_010943.1,14937,48028,33091,islandpath_dimob
NC_010658.1,4315881,4355278,39397,islandpath_dimob
NC_010658.1,4174157,4193491,19334,islandpath_dimob
NC_010658.1,3753129,3763653,10524,islandpath_dimob
NC_010658.1,3228961,3232795,3834,islandpath_dimob
NC_010658.1,3347599,3363387,15788,islandpath_dimob
NC_010658.1,3420027,3448203,28176,islandpath_dimob
NC_010658.1,2897169,2903090,5921,islandpath_dimob
NC_010658.1,3067197,3081912,14715,islandpath_dimob
NC_010658.1,2400627,2413593,12966,islandpath_dimob
NC_010658.1,2221993,2229771,7778,islandpath_dimob
NC_011072.1,560612,566406,5794,islandpath_dimob
NC_011072.1,801579,811768,10189,islandpath_dimob
NC_011072.1,919102,933043,13941,islandpath_dimob
NC_011072.1,1163025,1168683,5658,islandpath_dimob
NC_011072.1,1208649,1219178,10529,islandpath_dimob
NC_011072.1,1223019,1239476,16457,islandpath_dimob
NC_011072.1,1365534,1371651,6117,islandpath_dimob
NC_011072.1,2050300,2056814,6514,islandpath_dimob
NC_010730.1,137532,146425,8893,islandpath_dimob
NC_011072.1,347969,351924,3955,islandpath_dimob
NC_011072.1,477656,481279,3623,islandpath_dimob
NC_010730.1,51078,57172,6094,islandpath_dimob
NC_012488.1,694562,706615,12053,islandpath_dimob
NC_012488.1,2095067,2111315,16248,islandpath_dimob
NC_012488.1,496109,511568,15459,islandpath_dimob
NC_012673.1,1041117,1054211,13094,islandpath_dimob
NC_012673.1,1071680,1101811,30131,islandpath_dimob
NC_010741.1,741907,758781,16874,islandpath_dimob
NC_012673.1,791283,807267,15984,islandpath_dimob
NC_011662.2,4453148,4459572,6424,islandpath_dimob
NC_011662.2,4425499,4442167,16668,islandpath_dimob
NC_011662.2,4179346,4198569,19223,islandpath_dimob
NC_003028.3,514553,518088,3535,islandpath_dimob
NC_003028.3,1061773,1071930,10157,islandpath_dimob
NC_003028.3,1231302,1236035,4733,islandpath_dimob
NC_003028.3,1397029,1405241,8212,islandpath_dimob
NC_010658.1,1009658,1026097,16439,islandpath_dimob
NC_010658.1,860967,876318,15351,islandpath_dimob
NC_010658.1,922667,927167,4500,islandpath_dimob
NC_010658.1,933171,944740,11569,islandpath_dimob
NC_010658.1,985137,1005522,20385,islandpath_dimob
NC_010658.1,281687,287290,5603,islandpath_dimob
NC_010658.1,458108,463087,4979,islandpath_dimob
NC_010658.1,518286,527664,9378,islandpath_dimob
NC_010658.1,654436,662081,7645,islandpath_dimob
NC_010658.1,664384,676666,12282,islandpath_dimob
NC_010658.1,21144,24976,3832,islandpath_dimob
NC_009140.1,120027,135736,15709,islandpath_dimob
NC_009140.1,138381,145342,6961,islandpath_dimob
NC_011071.1,303798,310985,7187,islandpath_dimob
NC_011071.1,2209872,2223020,13148,islandpath_dimob
NC_011071.1,2777406,2791703,14297,islandpath_dimob
NC_011071.1,4007714,4026483,18769,islandpath_dimob
NC_011662.2,3419279,3462046,42767,islandpath_dimob
NC_011662.2,3024365,3035696,11331,islandpath_dimob
NC_011662.2,2424440,2430152,5712,islandpath_dimob
NC_011662.2,2385541,2398925,13384,islandpath_dimob
NC_011662.2,1166055,1183241,17186,islandpath_dimob
NC_011662.2,1097753,1123581,25828,islandpath_dimob
NC_011662.2,408921,420036,11115,islandpath_dimob
NC_011662.2,2972,14970,11998,islandpath_dimob
NC_012622.1,2374481,2382383,7902,islandpath_dimob
NC_012622.1,677801,684115,6314,islandpath_dimob
NC_012622.1,654961,665567,10606,islandpath_dimob
NC_012622.1,628261,636926,8665,islandpath_dimob
NC_012622.1,472175,482623,10448,islandpath_dimob
NC_012623.1,2185203,2202563,17360,islandpath_dimob
NC_012623.1,1908670,1922809,14139,islandpath_dimob
NC_012623.1,1298209,1310227,12018,islandpath_dimob
NC_012623.1,1222574,1228649,6075,islandpath_dimob
NC_012623.1,798758,812661,13903,islandpath_dimob
NC_012623.1,244684,251477,6793,islandpath_dimob
NC_012691.1,784610,794634,10024,islandpath_dimob
NC_012691.1,1261616,1276254,14638,islandpath_dimob
NC_012726.1,1473542,1479011,5469,islandpath_dimob
NC_012726.1,2144973,2153972,8999,islandpath_dimob
NC_012726.1,1265601,1278022,12421,islandpath_dimob
NC_012726.1,918595,924375,5780,islandpath_dimob
NC_012726.1,845181,870671,25490,islandpath_dimob
NC_012632.1,994663,1001358,6695,islandpath_dimob
NC_012632.1,1006780,1012684,5904,islandpath_dimob
NC_012632.1,1433066,1443838,10772,islandpath_dimob
NC_012726.1,119551,135010,15459,islandpath_dimob
NC_012726.1,296655,303677,7022,islandpath_dimob
NC_012726.1,695904,714689,18785,islandpath_dimob
NC_012632.1,970344,982366,12022,islandpath_dimob
NC_012632.1,498006,519464,21458,islandpath_dimob
NC_012632.1,343198,366500,23302,islandpath_dimob
NC_012632.1,284579,295631,11052,islandpath_dimob
NC_012668.1,2774296,2793988,19692,islandpath_dimob
NC_012668.1,2264139,2282860,18721,islandpath_dimob
NC_012668.1,1704204,1711703,7499,islandpath_dimob
NC_012668.1,1738650,1766879,28229,islandpath_dimob
NC_012668.1,166381,185176,18795,islandpath_dimob
NC_012668.1,449606,464843,15237,islandpath_dimob
NC_012668.1,1626711,1644780,18069,islandpath_dimob
NC_012667.1,1047656,1055146,7490,islandpath_dimob
NC_012668.1,65661,101038,35377,islandpath_dimob
NC_012667.1,991398,1007669,16271,islandpath_dimob
NC_012667.1,932256,966009,33753,islandpath_dimob
NC_012667.1,712388,726553,14165,islandpath_dimob
NC_012667.1,605492,612197,6705,islandpath_dimob
NC_003888.3,8642717,8660321,17604,islandpath_dimob
NC_003888.3,8612501,8636321,23820,islandpath_dimob
NC_003888.3,7658251,7680447,22196,islandpath_dimob
NC_003888.3,7057809,7071523,13714,islandpath_dimob
NC_003888.3,6822463,6828036,5573,islandpath_dimob
NC_003888.3,6474708,6485300,10592,islandpath_dimob
NC_003888.3,6133494,6144122,10628,islandpath_dimob
NC_003888.3,6111554,6127057,15503,islandpath_dimob
NC_003888.3,5795157,5810652,15495,islandpath_dimob
NC_003888.3,4756861,4765553,8692,islandpath_dimob
NC_003888.3,3822850,3830584,7734,islandpath_dimob
NC_003888.3,3897241,3920767,23526,islandpath_dimob
NC_003888.3,2823656,2848177,24521,islandpath_dimob
